inst_id	cell_id	det_plate	det_well	pert_mfc_id	pert_dose	pert_dose_unit	pert_id	pert_iname	pert_type	pert_time	pert_time_unit
LJP006_HEPG2_24H_X3_B19:I20	HEPG2	LJP006_HEPG2_24H_X3_B19	I20	BRD-K88573743-001-02-4	3.33	um	BRD-K88573743	A-443654	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:I21	HEPG2	LJP006_HEPG2_24H_X3_B19	I21	BRD-K88573743-001-02-4	1.11	um	BRD-K88573743	A-443654	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:I22	HEPG2	LJP006_HEPG2_24H_X3_B19	I22	BRD-K88573743-001-02-4	0.37	um	BRD-K88573743	A-443654	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:I23	HEPG2	LJP006_HEPG2_24H_X3_B19	I23	BRD-K88573743-001-02-4	0.12	um	BRD-K88573743	A-443654	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:I24	HEPG2	LJP006_HEPG2_24H_X3_B19	I24	BRD-K88573743-001-02-4	0.04	um	BRD-K88573743	A-443654	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J01	HEPG2	LJP006_HEPG2_24H_X3_B19	J01	BRD-K72414522-001-05-9	10.0	um	BRD-K72414522	AZD-5438	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J02	HEPG2	LJP006_HEPG2_24H_X3_B19	J02	BRD-K72414522-001-05-9	3.33	um	BRD-K72414522	AZD-5438	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J03	HEPG2	LJP006_HEPG2_24H_X3_B19	J03	BRD-K72414522-001-05-9	1.11	um	BRD-K72414522	AZD-5438	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J04	HEPG2	LJP006_HEPG2_24H_X3_B19	J04	BRD-K72414522-001-05-9	0.37	um	BRD-K72414522	AZD-5438	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J05	HEPG2	LJP006_HEPG2_24H_X3_B19	J05	BRD-K72414522-001-05-9	0.12	um	BRD-K72414522	AZD-5438	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J06	HEPG2	LJP006_HEPG2_24H_X3_B19	J06	BRD-K72414522-001-05-9	0.04	um	BRD-K72414522	AZD-5438	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J07	HEPG2	LJP006_HEPG2_24H_X3_B19	J07	BRD-K99749624-001-06-2	10.0	um	BRD-K99749624	linifanib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J09	HEPG2	LJP006_HEPG2_24H_X3_B19	J09	BRD-K99749624-001-06-2	1.11	um	BRD-K99749624	linifanib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J10	HEPG2	LJP006_HEPG2_24H_X3_B19	J10	BRD-K99749624-001-06-2	0.37	um	BRD-K99749624	linifanib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J12	HEPG2	LJP006_HEPG2_24H_X3_B19	J12	BRD-K99749624-001-06-2	0.04	um	BRD-K99749624	linifanib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J19	HEPG2	LJP006_HEPG2_24H_X3_B19	J19	BRD-U61997977-000-01-5	10.0	um	BRD-U61997977	WZ-4-145	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J20	HEPG2	LJP006_HEPG2_24H_X3_B19	J20	BRD-U61997977-000-01-5	3.33	um	BRD-U61997977	WZ-4-145	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J21	HEPG2	LJP006_HEPG2_24H_X3_B19	J21	BRD-U61997977-000-01-5	1.11	um	BRD-U61997977	WZ-4-145	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J22	HEPG2	LJP006_HEPG2_24H_X3_B19	J22	BRD-U61997977-000-01-5	0.37	um	BRD-U61997977	WZ-4-145	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J23	HEPG2	LJP006_HEPG2_24H_X3_B19	J23	BRD-U61997977-000-01-5	0.12	um	BRD-U61997977	WZ-4-145	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:J24	HEPG2	LJP006_HEPG2_24H_X3_B19	J24	BRD-U61997977-000-01-5	0.04	um	BRD-U61997977	WZ-4-145	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K01	HEPG2	LJP006_HEPG2_24H_X3_B19	K01	BRD-K13390322-001-05-5	10.0	um	BRD-K13390322	AT-7519	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K02	HEPG2	LJP006_HEPG2_24H_X3_B19	K02	BRD-K13390322-001-05-5	3.33	um	BRD-K13390322	AT-7519	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K03	HEPG2	LJP006_HEPG2_24H_X3_B19	K03	BRD-K13390322-001-05-5	1.11	um	BRD-K13390322	AT-7519	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K04	HEPG2	LJP006_HEPG2_24H_X3_B19	K04	BRD-K13390322-001-05-5	0.37	um	BRD-K13390322	AT-7519	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K05	HEPG2	LJP006_HEPG2_24H_X3_B19	K05	BRD-K13390322-001-05-5	0.12	um	BRD-K13390322	AT-7519	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K06	HEPG2	LJP006_HEPG2_24H_X3_B19	K06	BRD-K13390322-001-05-5	0.04	um	BRD-K13390322	AT-7519	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K13	HEPG2	LJP006_HEPG2_24H_X3_B19	K13	BRD-K50140147-001-09-3	10.0	um	BRD-K50140147	NVP-TAE684	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K14	HEPG2	LJP006_HEPG2_24H_X3_B19	K14	BRD-K50140147-001-09-3	3.33	um	BRD-K50140147	NVP-TAE684	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K15	HEPG2	LJP006_HEPG2_24H_X3_B19	K15	BRD-K50140147-001-09-3	1.11	um	BRD-K50140147	NVP-TAE684	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K16	HEPG2	LJP006_HEPG2_24H_X3_B19	K16	BRD-K50140147-001-09-3	0.37	um	BRD-K50140147	NVP-TAE684	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K17	HEPG2	LJP006_HEPG2_24H_X3_B19	K17	BRD-K50140147-001-09-3	0.12	um	BRD-K50140147	NVP-TAE684	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K18	HEPG2	LJP006_HEPG2_24H_X3_B19	K18	BRD-K50140147-001-09-3	0.04	um	BRD-K50140147	NVP-TAE684	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K19	HEPG2	LJP006_HEPG2_24H_X3_B19	K19	BRD-K19220233-001-04-9	10.0	um	BRD-K19220233	JNK-9L	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K20	HEPG2	LJP006_HEPG2_24H_X3_B19	K20	BRD-K19220233-001-04-9	3.33	um	BRD-K19220233	JNK-9L	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K21	HEPG2	LJP006_HEPG2_24H_X3_B19	K21	BRD-K19220233-001-04-9	1.11	um	BRD-K19220233	JNK-9L	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K22	HEPG2	LJP006_HEPG2_24H_X3_B19	K22	BRD-K19220233-001-04-9	0.37	um	BRD-K19220233	JNK-9L	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K23	HEPG2	LJP006_HEPG2_24H_X3_B19	K23	BRD-K19220233-001-04-9	0.12	um	BRD-K19220233	JNK-9L	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:K24	HEPG2	LJP006_HEPG2_24H_X3_B19	K24	BRD-K19220233-001-04-9	0.04	um	BRD-K19220233	JNK-9L	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L01	HEPG2	LJP006_HEPG2_24H_X3_B19	L01	BRD-K46056750-001-04-7	10.0	um	BRD-K46056750	AZD-7762	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L02	HEPG2	LJP006_HEPG2_24H_X3_B19	L02	BRD-K46056750-001-04-7	3.33	um	BRD-K46056750	AZD-7762	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L03	HEPG2	LJP006_HEPG2_24H_X3_B19	L03	BRD-K46056750-001-04-7	1.11	um	BRD-K46056750	AZD-7762	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L04	HEPG2	LJP006_HEPG2_24H_X3_B19	L04	BRD-K46056750-001-04-7	0.37	um	BRD-K46056750	AZD-7762	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L05	HEPG2	LJP006_HEPG2_24H_X3_B19	L05	BRD-K46056750-001-04-7	0.12	um	BRD-K46056750	AZD-7762	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L06	HEPG2	LJP006_HEPG2_24H_X3_B19	L06	BRD-K46056750-001-04-7	0.04	um	BRD-K46056750	AZD-7762	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L07	HEPG2	LJP006_HEPG2_24H_X3_B19	L07	BRD-A45498368-001-06-3	10.0	um	BRD-A45498368	WYE-125132	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L09	HEPG2	LJP006_HEPG2_24H_X3_B19	L09	BRD-A45498368-001-06-3	1.11	um	BRD-A45498368	WYE-125132	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L10	HEPG2	LJP006_HEPG2_24H_X3_B19	L10	BRD-A45498368-001-06-3	0.37	um	BRD-A45498368	WYE-125132	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L12	HEPG2	LJP006_HEPG2_24H_X3_B19	L12	BRD-A45498368-001-06-3	0.04	um	BRD-A45498368	WYE-125132	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L13	HEPG2	LJP006_HEPG2_24H_X3_B19	L13	BRD-A79768653-001-08-8	10.0	um	BRD-A79768653	sirolimus	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L14	HEPG2	LJP006_HEPG2_24H_X3_B19	L14	BRD-A79768653-001-08-8	3.33	um	BRD-A79768653	sirolimus	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L15	HEPG2	LJP006_HEPG2_24H_X3_B19	L15	BRD-A79768653-001-08-8	1.11	um	BRD-A79768653	sirolimus	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L16	HEPG2	LJP006_HEPG2_24H_X3_B19	L16	BRD-A79768653-001-08-8	0.37	um	BRD-A79768653	sirolimus	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L17	HEPG2	LJP006_HEPG2_24H_X3_B19	L17	BRD-A79768653-001-08-8	0.12	um	BRD-A79768653	sirolimus	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L18	HEPG2	LJP006_HEPG2_24H_X3_B19	L18	BRD-A79768653-001-08-8	0.04	um	BRD-A79768653	sirolimus	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L19	HEPG2	LJP006_HEPG2_24H_X3_B19	L19	BRD-U41416256-000-01-3	10.0	um	BRD-U41416256	THZ-2-98-01	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L20	HEPG2	LJP006_HEPG2_24H_X3_B19	L20	BRD-U41416256-000-01-3	3.33	um	BRD-U41416256	THZ-2-98-01	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L21	HEPG2	LJP006_HEPG2_24H_X3_B19	L21	BRD-U41416256-000-01-3	1.11	um	BRD-U41416256	THZ-2-98-01	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L22	HEPG2	LJP006_HEPG2_24H_X3_B19	L22	BRD-U41416256-000-01-3	0.37	um	BRD-U41416256	THZ-2-98-01	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L23	HEPG2	LJP006_HEPG2_24H_X3_B19	L23	BRD-U41416256-000-01-3	0.12	um	BRD-U41416256	THZ-2-98-01	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:L24	HEPG2	LJP006_HEPG2_24H_X3_B19	L24	BRD-U41416256-000-01-3	0.04	um	BRD-U41416256	THZ-2-98-01	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M01	HEPG2	LJP006_HEPG2_24H_X3_B19	M01	BRD-U51024685-000-01-3	10.0	um	BRD-U51024685	HG-6-64-01	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M02	HEPG2	LJP006_HEPG2_24H_X3_B19	M02	BRD-U51024685-000-01-3	3.33	um	BRD-U51024685	HG-6-64-01	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M03	HEPG2	LJP006_HEPG2_24H_X3_B19	M03	BRD-U51024685-000-01-3	1.11	um	BRD-U51024685	HG-6-64-01	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M04	HEPG2	LJP006_HEPG2_24H_X3_B19	M04	BRD-U51024685-000-01-3	0.37	um	BRD-U51024685	HG-6-64-01	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M05	HEPG2	LJP006_HEPG2_24H_X3_B19	M05	BRD-U51024685-000-01-3	0.12	um	BRD-U51024685	HG-6-64-01	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M06	HEPG2	LJP006_HEPG2_24H_X3_B19	M06	BRD-U51024685-000-01-3	0.04	um	BRD-U51024685	HG-6-64-01	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M07	HEPG2	LJP006_HEPG2_24H_X3_B19	M07	BRD-K57080016-001-13-4	10.0	um	BRD-K57080016	selumetinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M08	HEPG2	LJP006_HEPG2_24H_X3_B19	M08	BRD-K57080016-001-13-4	3.33	um	BRD-K57080016	selumetinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M10	HEPG2	LJP006_HEPG2_24H_X3_B19	M10	BRD-K57080016-001-13-4	0.37	um	BRD-K57080016	selumetinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M11	HEPG2	LJP006_HEPG2_24H_X3_B19	M11	BRD-K57080016-001-13-4	0.12	um	BRD-K57080016	selumetinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M12	HEPG2	LJP006_HEPG2_24H_X3_B19	M12	BRD-K57080016-001-13-4	0.04	um	BRD-K57080016	selumetinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M13	HEPG2	LJP006_HEPG2_24H_X3_B19	M13	BRD-K63068307-001-07-1	10.0	um	BRD-K63068307	ZSTK-474	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M14	HEPG2	LJP006_HEPG2_24H_X3_B19	M14	BRD-K63068307-001-07-1	3.33	um	BRD-K63068307	ZSTK-474	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M15	HEPG2	LJP006_HEPG2_24H_X3_B19	M15	BRD-K63068307-001-07-1	1.11	um	BRD-K63068307	ZSTK-474	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M16	HEPG2	LJP006_HEPG2_24H_X3_B19	M16	BRD-K63068307-001-07-1	0.37	um	BRD-K63068307	ZSTK-474	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M17	HEPG2	LJP006_HEPG2_24H_X3_B19	M17	BRD-K63068307-001-07-1	0.12	um	BRD-K63068307	ZSTK-474	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M18	HEPG2	LJP006_HEPG2_24H_X3_B19	M18	BRD-K63068307-001-07-1	0.04	um	BRD-K63068307	ZSTK-474	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M19	HEPG2	LJP006_HEPG2_24H_X3_B19	M19	BRD-K19687926-075-04-5	10.0	um	BRD-K19687926	lapatinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M20	HEPG2	LJP006_HEPG2_24H_X3_B19	M20	BRD-K19687926-075-04-5	3.33	um	BRD-K19687926	lapatinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M21	HEPG2	LJP006_HEPG2_24H_X3_B19	M21	BRD-K19687926-075-04-5	1.11	um	BRD-K19687926	lapatinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M22	HEPG2	LJP006_HEPG2_24H_X3_B19	M22	BRD-K19687926-075-04-5	0.37	um	BRD-K19687926	lapatinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M23	HEPG2	LJP006_HEPG2_24H_X3_B19	M23	BRD-K19687926-075-04-5	0.12	um	BRD-K19687926	lapatinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:M24	HEPG2	LJP006_HEPG2_24H_X3_B19	M24	BRD-K19687926-075-04-5	0.04	um	BRD-K19687926	lapatinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N01	HEPG2	LJP006_HEPG2_24H_X3_B19	N01	BRD-K42918627-001-03-5	10.0	um	BRD-K42918627	GSK-2126458	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N02	HEPG2	LJP006_HEPG2_24H_X3_B19	N02	BRD-K42918627-001-03-5	3.33	um	BRD-K42918627	GSK-2126458	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N03	HEPG2	LJP006_HEPG2_24H_X3_B19	N03	BRD-K42918627-001-03-5	1.11	um	BRD-K42918627	GSK-2126458	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N04	HEPG2	LJP006_HEPG2_24H_X3_B19	N04	BRD-K42918627-001-03-5	0.37	um	BRD-K42918627	GSK-2126458	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N05	HEPG2	LJP006_HEPG2_24H_X3_B19	N05	BRD-K42918627-001-03-5	0.12	um	BRD-K42918627	GSK-2126458	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N06	HEPG2	LJP006_HEPG2_24H_X3_B19	N06	BRD-K42918627-001-03-5	0.04	um	BRD-K42918627	GSK-2126458	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N07	HEPG2	LJP006_HEPG2_24H_X3_B19	N07	BRD-K64052750-001-14-2	10.0	um	BRD-K64052750	gefitinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N08	HEPG2	LJP006_HEPG2_24H_X3_B19	N08	BRD-K64052750-001-14-2	3.33	um	BRD-K64052750	gefitinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N09	HEPG2	LJP006_HEPG2_24H_X3_B19	N09	BRD-K64052750-001-14-2	1.11	um	BRD-K64052750	gefitinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N10	HEPG2	LJP006_HEPG2_24H_X3_B19	N10	BRD-K64052750-001-14-2	0.37	um	BRD-K64052750	gefitinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N11	HEPG2	LJP006_HEPG2_24H_X3_B19	N11	BRD-K64052750-001-14-2	0.12	um	BRD-K64052750	gefitinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N12	HEPG2	LJP006_HEPG2_24H_X3_B19	N12	BRD-K64052750-001-14-2	0.04	um	BRD-K64052750	gefitinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N13	HEPG2	LJP006_HEPG2_24H_X3_B19	N13	BRD-K92723993-066-21-9	10.0	um	BRD-K92723993	imatinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N14	HEPG2	LJP006_HEPG2_24H_X3_B19	N14	BRD-K92723993-066-21-9	3.33	um	BRD-K92723993	imatinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N15	HEPG2	LJP006_HEPG2_24H_X3_B19	N15	BRD-K92723993-066-21-9	1.11	um	BRD-K92723993	imatinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N16	HEPG2	LJP006_HEPG2_24H_X3_B19	N16	BRD-K92723993-066-21-9	0.37	um	BRD-K92723993	imatinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N17	HEPG2	LJP006_HEPG2_24H_X3_B19	N17	BRD-K92723993-066-21-9	0.12	um	BRD-K92723993	imatinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:N18	HEPG2	LJP006_HEPG2_24H_X3_B19	N18	BRD-K92723993-066-21-9	0.04	um	BRD-K92723993	imatinib	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O07	HEPG2	LJP006_HEPG2_24H_X3_B19	O07	BRD-K41895714-001-05-5	10.0	um	BRD-K41895714	AS-605240	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O08	HEPG2	LJP006_HEPG2_24H_X3_B19	O08	BRD-K41895714-001-05-5	3.33	um	BRD-K41895714	AS-605240	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O09	HEPG2	LJP006_HEPG2_24H_X3_B19	O09	BRD-K41895714-001-05-5	1.11	um	BRD-K41895714	AS-605240	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O10	HEPG2	LJP006_HEPG2_24H_X3_B19	O10	BRD-K41895714-001-05-5	0.37	um	BRD-K41895714	AS-605240	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O11	HEPG2	LJP006_HEPG2_24H_X3_B19	O11	BRD-K41895714-001-05-5	0.12	um	BRD-K41895714	AS-605240	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O12	HEPG2	LJP006_HEPG2_24H_X3_B19	O12	BRD-K41895714-001-05-5	0.04	um	BRD-K41895714	AS-605240	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O13	HEPG2	LJP006_HEPG2_24H_X3_B19	O13	BRD-K40175214-001-09-0	10.0	um	BRD-K40175214	torin-1	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O14	HEPG2	LJP006_HEPG2_24H_X3_B19	O14	BRD-K40175214-001-09-0	3.33	um	BRD-K40175214	torin-1	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O15	HEPG2	LJP006_HEPG2_24H_X3_B19	O15	BRD-K40175214-001-09-0	1.11	um	BRD-K40175214	torin-1	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O16	HEPG2	LJP006_HEPG2_24H_X3_B19	O16	BRD-K40175214-001-09-0	0.37	um	BRD-K40175214	torin-1	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O17	HEPG2	LJP006_HEPG2_24H_X3_B19	O17	BRD-K40175214-001-09-0	0.12	um	BRD-K40175214	torin-1	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O18	HEPG2	LJP006_HEPG2_24H_X3_B19	O18	BRD-K40175214-001-09-0	0.04	um	BRD-K40175214	torin-1	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O19	HEPG2	LJP006_HEPG2_24H_X3_B19	O19	BRD-K99252563-001-03-7	10.0	um	BRD-K99252563	QL-XII-47	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O20	HEPG2	LJP006_HEPG2_24H_X3_B19	O20	BRD-K99252563-001-03-7	3.33	um	BRD-K99252563	QL-XII-47	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O21	HEPG2	LJP006_HEPG2_24H_X3_B19	O21	BRD-K99252563-001-03-7	1.11	um	BRD-K99252563	QL-XII-47	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O22	HEPG2	LJP006_HEPG2_24H_X3_B19	O22	BRD-K99252563-001-03-7	0.37	um	BRD-K99252563	QL-XII-47	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O23	HEPG2	LJP006_HEPG2_24H_X3_B19	O23	BRD-K99252563-001-03-7	0.12	um	BRD-K99252563	QL-XII-47	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:O24	HEPG2	LJP006_HEPG2_24H_X3_B19	O24	BRD-K99252563-001-03-7	0.04	um	BRD-K99252563	QL-XII-47	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P01	HEPG2	LJP006_HEPG2_24H_X3_B19	P01	BRD-K56751279-003-02-2	10.0	um	BRD-K56751279	Y-39983	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P02	HEPG2	LJP006_HEPG2_24H_X3_B19	P02	BRD-K56751279-003-02-2	3.33	um	BRD-K56751279	Y-39983	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P03	HEPG2	LJP006_HEPG2_24H_X3_B19	P03	BRD-K56751279-003-02-2	1.11	um	BRD-K56751279	Y-39983	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P04	HEPG2	LJP006_HEPG2_24H_X3_B19	P04	BRD-K56751279-003-02-2	0.37	um	BRD-K56751279	Y-39983	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P05	HEPG2	LJP006_HEPG2_24H_X3_B19	P05	BRD-K56751279-003-02-2	0.12	um	BRD-K56751279	Y-39983	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P06	HEPG2	LJP006_HEPG2_24H_X3_B19	P06	BRD-K56751279-003-02-2	0.04	um	BRD-K56751279	Y-39983	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P07	HEPG2	LJP006_HEPG2_24H_X3_B19	P07	BRD-K01436366-001-12-3	10.0	um	BRD-K01436366	XMD-1150	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P08	HEPG2	LJP006_HEPG2_24H_X3_B19	P08	BRD-K01436366-001-12-3	3.33	um	BRD-K01436366	XMD-1150	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P09	HEPG2	LJP006_HEPG2_24H_X3_B19	P09	BRD-K01436366-001-12-3	1.11	um	BRD-K01436366	XMD-1150	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P10	HEPG2	LJP006_HEPG2_24H_X3_B19	P10	BRD-K01436366-001-12-3	0.37	um	BRD-K01436366	XMD-1150	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P11	HEPG2	LJP006_HEPG2_24H_X3_B19	P11	BRD-K01436366-001-12-3	0.12	um	BRD-K01436366	XMD-1150	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P12	HEPG2	LJP006_HEPG2_24H_X3_B19	P12	BRD-K01436366-001-12-3	0.04	um	BRD-K01436366	XMD-1150	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P13	HEPG2	LJP006_HEPG2_24H_X3_B19	P13	BRD-K16189898-001-17-7	10.0	um	BRD-K16189898	CHIR-99021	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P14	HEPG2	LJP006_HEPG2_24H_X3_B19	P14	BRD-K16189898-001-17-7	3.33	um	BRD-K16189898	CHIR-99021	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P15	HEPG2	LJP006_HEPG2_24H_X3_B19	P15	BRD-K16189898-001-17-7	1.11	um	BRD-K16189898	CHIR-99021	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P16	HEPG2	LJP006_HEPG2_24H_X3_B19	P16	BRD-K16189898-001-17-7	0.37	um	BRD-K16189898	CHIR-99021	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P17	HEPG2	LJP006_HEPG2_24H_X3_B19	P17	BRD-K16189898-001-17-7	0.12	um	BRD-K16189898	CHIR-99021	trt_cp	24.0	h
LJP006_HEPG2_24H_X3_B19:P18	HEPG2	LJP006_HEPG2_24H_X3_B19	P18	BRD-K16189898-001-17-7	0.04	um	BRD-K16189898	CHIR-99021	trt_cp	24.0	h
